country	n_forms	at	t_at	capital_exp	revenue_total	income	va	rd	wages	emp	year	n_pars	fdi	fdi_income	n_groups	profit_return	net_interest	income_equity	capital_gains	txt	income_equity1	income_equity2	_	us_related_sales	us_unrelated_sales	for1_relates_sales	for1_unrelates_sales	for2_relates_sales	for2_unrelates_sales	iso
Afghanistan					0.0	0.0			0.0	0.0	2004			0.0	1.0															AFG
Afghanistan					0.0	0.0			0.0	0.0	2005																			AFG
Afghanistan					0.0	0.0			0.0	0.0	2006																			AFG
Afghanistan					0.0	0.0			0.0	0.0	2007																			AFG
Afghanistan					0.0	0.0			0.0	0.0	2008																			AFG
Afghanistan	0.0	4.0	1.0		8.0	-1.0		0.0			2009		3.0	-1.0	0.0															AFG
Afghanistan	0.0	4.0	1.0		8.0	-1.0		0.0			2010																			AFG
Afghanistan	0.0	4.0	1.0		8.0	-1.0		0.0			2011																			AFG
Afghanistan	0.0	4.0	1.0		8.0	-1.0		0.0			2012																			AFG
Afghanistan	0.0	4.0	1.0		8.0	-1.0		0.0			2013																			AFG
Afghanistan	0.0		3.0		9.0		5.0	0.0	7.0	0.5	2014				0.0															AFG
Afghanistan	0.0		3.0		9.0		5.0	0.0	7.0	0.5	2015																			AFG
Afghanistan	1.0		3.0			1.0	5.0	0.0	9.0	0.9	2016																			AFG
Afghanistan	1.0		3.0			1.0	5.0	0.0	9.0	0.9	2017																			AFG
Afghanistan	1.0		3.0			1.0	5.0	0.0	9.0	0.9	2018																			AFG
Afghanistan	2.0	125.0			89.0	4.0	28.0	0.0	17.0	2.3	2019	4.0																		AFG
Afghanistan	2.0	130.0	37.0	5.0	86.0	2.0	21.0	0.0	16.0	2.3	2020																			AFG
Afghanistan	2.0	120.0	29.0	4.0	89.0	1.0	16.0	0.0	14.0	2.1	2021																			AFG
Albania		2.0									2004		2.0		2.0															ALB
Albania		2.0									2005																			ALB
Albania		2.0									2006																			ALB
Albania	1.0										2007																			ALB
Albania	1.0										2008																			ALB
Albania	1.0		1.0			1.0		0.0			2009		-2.0		1.0															ALB
Albania	1.0		1.0			2.0		0.0			2010																			ALB
Albania	1.0		1.0			2.0		0.0			2011																			ALB
Albania	1.0		1.0			3.0		0.0			2012																			ALB
Albania	1.0		1.0			3.0		0.0			2013																			ALB
Albania	1.0	42.0	5.0		59.0	3.0		0.0	7.0	0.3	2014				1.0															ALB
Albania	1.0		5.0		58.0	3.0		0.0	7.0	0.3	2015																			ALB
Albania	1.0	43.0	5.0		56.0	3.0		0.0	7.0		2016																			ALB
Albania	1.0	45.0	5.0		56.0	3.0		0.0	7.0		2017																			ALB
Albania	1.0	46.0	5.0		53.0	3.0		0.0	7.0	0.3	2018																			ALB
Albania	2.0	98.0	24.0	1.0	94.0		66.0	0.0	9.0	0.2	2019	12.0																		ALB
Albania	2.0	99.0	24.0	1.0	92.0		64.0	0.0	9.0	0.2	2020																			ALB
Albania	2.0	102.0	24.0	1.0	106.0	-1.0	78.0	0.0	9.0	0.2	2021																			ALB
Algeria	18.0	6626.0	1741.0		2328.0	602.0			184.0	2.4	2004		3711.0		17.0															DZA
Algeria	18.0	8681.0							171.0	2.1	2005																			DZA
Algeria	19.0								190.0	5.8	2006																			DZA
Algeria	20.0								175.0	6.2	2007																			DZA
Algeria	20.0								164.0	5.9	2008																			DZA
Algeria	18.0	13407.0	3713.0	112.0	4214.0	507.0	2167.0	0.0	161.0	4.3	2009				14.0															DZA
Algeria	20.0	12745.0	3495.0	817.0	4099.0	764.0	2728.0	1.0	191.0	4.2	2010																			DZA
Algeria	20.0	13928.0	3663.0	691.0	5192.0	1873.0	3876.0	1.0	212.0	4.3	2011																			DZA
Algeria	19.0	16105.0	3833.0	647.0	4767.0	4079.0	3565.0	0.0	195.0	4.3	2012																			DZA
Algeria	18.0	15072.0	2886.0	433.0	3818.0	1496.0	2875.0	0.0	153.0	4.1	2013																			DZA
Algeria	21.0	15719.0	2839.0	84.0	4080.0	1546.0	3073.0	0.0	185.0	3.5	2014		2918.0	1052.0	16.0															DZA
Algeria	19.0	14340.0	2594.0	206.0	2539.0	584.0	1698.0	1.0	133.0	3.4	2015																			DZA
Algeria	21.0	8610.0	2357.0	191.0	2849.0	307.0	1544.0		162.0	3.6	2016																			DZA
Algeria	19.0	8587.0	1942.0	135.0	2856.0	626.0	1637.0		153.0	3.2	2017																			DZA
Algeria	18.0	6918.0		53.0	2842.0	848.0	1747.0	1.0	158.0	3.2	2018																			DZA
Algeria	27.0	7900.0		57.0	3215.0	833.0	1660.0	3.0	190.0	3.8	2019	26.0																		DZA
Algeria	27.0	6817.0		35.0	2210.0	-701.0	756.0	3.0	157.0	3.3	2020																			DZA
Algeria	27.0	7006.0		34.0	2505.0	317.0	898.0	4.0	143.0	3.2	2021																			DZA
All countries	24405.0	9373484.0	996810.0		3841409.0	496964.0			378591.0	10068.4	2004		1869724.0	208792.0	2400.0	258763.0	-13624.0	259242.0	7079.0	74068.0			3312531.0							Rest
All countries	24621.0	10368282.0			4362234.0	650016.0			404995.0	10621.7	2005					324862.0	-26159.0	360517.0	16815.0	100143.0										Rest
All countries	25685.0	12118593.0			4793319.0	727625.0			436050.0	11149.9	2006					365201.0	-21463.0	403871.0	17374.0	114027.0										Rest
All countries	26416.0	14449484.0			5522695.0	844721.0			476824.0	11731.9	2007					419550.0	-14835.0	469666.0	6637.0	125181.0										Rest
All countries	25903.0	12608521.0			6073021.0	938183.0			490119.0	11801.2	2008					449158.0	-8213.0	602828.0	-51977.0	140644.0										Rest
All countries	25037.0	18775261.0	1114490.0	167066.0	4783647.0	778787.0	1144957.0	39205.0	482041.0	10793.9	2009		3374188.0	313269.0	2255.0	398679.0	-43213.0	514677.0	11676.0	109424.0			4783647.0							Rest
All countries	25153.0	19582476.0	1120553.0	166384.0	5168635.0	1026365.0	1242237.0	39887.0	493629.0	11313.4	2010					460173.0	-40967.0	668550.0	36111.0	130000.0				381426.0	87772.0	287207.0	2694206.0	814981.0	690704.0	Rest
All countries	25674.0	20834352.0	1203721.0	188819.0	5912702.0	1098520.0	1415892.0	44684.0	538721.0	11850.2	2011					561088.0	-43101.0	697128.0	12328.0	163878.0				445815.0	101789.0	352654.0	3046651.0	935213.0	810978.0	Rest
All countries	26308.0	21700169.0	1288446.0	217951.0	5942859.0	1066376.0	1414679.0	44983.0	555862.0	12127.7	2012					543380.0	-39239.0	681449.0	3219.0	152667.0				472687.0	103153.0	335461.0	3072670.0	917445.0	819899.0	Rest
All countries	26608.0	22672812.0	1366495.0	223160.0	6001943.0	1044636.0	1394826.0	49221.0	563542.0	12419.0	2013					511726.0	-33962.0	671811.0	9186.0	138607.0				468299.0	99709.0	325996.0	3121379.0	932571.0	823522.0	Rest
All countries	34314.0	25178065.0	1456249.0	245247.0	6504909.0	1166223.0	1490153.0	55278.0	632546.0	14052.4	2014		5013263.0	436857.0	4120.0	554226.0	-46774.0	718790.0	28124.0	133164.0			6504909.0	576440.0	104957.0	321525.0	3390239.0	990865.0	865795.0	Rest
All countries	34502.0	24894401.0	1384982.0	214815.0	5950947.0	1064921.0	1358772.0	56096.0	611564.0	14081.0	2015					478188.0	-48968.0	727897.0	-40226.0	91422.0				537394.0	106197.0	260787.0	3066789.0	899014.0	838217.0	Rest
All countries	34824.0	25249068.0	1369281.0	195087.0	5800836.0	1023223.0	1302066.0	54307.0	600163.0	14265.4	2016					434090.0	-44573.0	689599.0	-5608.0	86941.0				546364.0	93301.0	274553.0	3015596.0	854150.0	778240.0	Rest
All countries	35079.0	27569828.0	1402391.0	189627.0	6189163.0	1266171.0	1416377.0	57831.0	613340.0	14381.7	2017					538833.0	-58135.0	777177.0	63011.0	105566.0				582221.0	104315.0	300505.0	3194066.0	919520.0	826957.0	Rest
All countries	35145.0	27326428.0	1369747.0	189611.0	6739148.0	1442282.0	1458164.0	58458.0	624266.0	14352.1	2018					556233.0	-55866.0	953623.0	56944.0	118108.0				650178.0	123308.0	350192.0	3378670.0	1005219.0	951296.0	Rest
All countries	38260.0	28430348.0	1417264.0	191661.0	6678872.0	1389718.0	1416159.0	58336.0	636810.0	14153.8	2019	4255.0				510847.0	-62742.0	943394.0	48659.0	110060.0	917557.0	25837.0		669834.0	136256.0	372307.0	3318836.0	987873.0	902291.0	Rest
All countries	37768.0	28927550.0	1379048.0	179578.0	6210102.0	1164534.0	1329756.0	59321.0	630929.0	13976.0	2020					439354.0	-55984.0	781978.0	40035.0	93479.0				649781.0	111452.0	328177.0	3141534.0	906575.0	817058.0	Rest
All countries	37382.0	29182070.0	1361979.0	187947.0	7319062.0	1253439.0	1571923.0	69448.0	667554.0	13813.2	2021					614627.0	-56220.0	772541.0	1448.0	131555.0				695351.0	127958.0	430493.0	3686552.0	1088412.0	1021354.0	Rest
Andorra		1.0									2004				1.0															AND
Andorra		1.0									2005																			AND
Andorra		1.0									2006																			AND
Andorra		1.0									2007																			AND
Andorra		1.0									2008																			AND
Andorra	0.0					1.0	4.0	0.0	2.0		2009		0.0	0.0	0.0															AND
Andorra	0.0					1.0	4.0	0.0	2.0		2010																			AND
Andorra	0.0					1.0	4.0	0.0	2.0		2011																			AND
Andorra	0.0					1.0	4.0	0.0	2.0		2012																			AND
Andorra	0.0					1.0	4.0	0.0	2.0		2013																			AND
Andorra	0.0		1.0					0.0	0.0	0.0	2019	1.0																		AND
Andorra	0.0		1.0					0.0	0.0	0.0	2020																			AND
Andorra	0.0		1.0					0.0	0.0	0.0	2021																			AND
Angola	19.0				3717.0	1629.0			185.0	4.2	2004			-76.0	12.0															AGO
Angola	22.0								229.0	4.3	2005																			AGO
Angola	25.0	19893.0							339.0	5.7	2006																			AGO
Angola	27.0								358.0	6.1	2007																			AGO
Angola	30.0								417.0	5.6	2008																			AGO
Angola	31.0	42358.0	15030.0	3749.0	9215.0	5301.0	6460.0		467.0	5.7	2009		2525.0	256.0	10.0															AGO
Angola	31.0		16407.0	3653.0	10190.0	4901.0	7789.0		587.0	6.0	2010																			AGO
Angola	31.0				12056.0		9049.0		612.0	5.9	2011																			AGO
Angola	29.0	50061.0			12100.0				698.0	6.5	2012																			AGO
Angola	32.0	56122.0	17411.0	3078.0	11526.0		8776.0		771.0	6.3	2013																			AGO
Angola	35.0	60504.0	20274.0	4362.0	10728.0	4845.0	7312.0	0.0	791.0	6.9	2014			-147.0	14.0															AGO
Angola	35.0	57917.0		3092.0	6727.0	-720.0	3519.0	0.0	718.0	6.2	2015																			AGO
Angola	34.0				5469.0	123.0	3542.0	0.0	658.0	5.5	2016																			AGO
Angola	36.0				5888.0	1291.0	4050.0	0.0	605.0	5.1	2017																			AGO
Angola	35.0				6994.0		5088.0	0.0	559.0	5.2	2018																			AGO
Angola	39.0			507.0	6341.0		3760.0	0.0	549.0	4.3	2019	22.0																		AGO
Angola	40.0				4120.0	-987.0	2972.0	0.0	545.0	4.0	2020																			AGO
Angola	39.0			369.0	5401.0		3614.0	0.0	517.0	4.1	2021																			AGO
Anguilla		7.0	1.0						0.0		2004		-5.0		1.0															AIA
Anguilla		7.0							0.0		2005																			AIA
Anguilla		7.0							0.0		2006																			AIA
Anguilla		7.0							0.0		2007																			AIA
Anguilla		7.0							0.0		2008																			AIA
Anguilla	0.0	5.0	3.0		4.0	1.0	2.0	0.0	1.0		2009				0.0															AIA
Anguilla	0.0	5.0	3.0		4.0	1.0	2.0	0.0	1.0		2010																			AIA
Anguilla	0.0	5.0	3.0		4.0	1.0	2.0	0.0	1.0		2011																			AIA
Anguilla	0.0	5.0	3.0		4.0	1.0	2.0	0.0	1.0		2012																			AIA
Anguilla	0.0	5.0	3.0		4.0	1.0	2.0	0.0	1.0		2013																			AIA
Anguilla	6.0	504.0	62.0		51.0	-8.0	7.0	0.0	1.0	0.2	2014		210.0	11.0	5.0															AIA
Anguilla	5.0	236.0	62.0		46.0	6.0	7.0	0.0	1.0	0.2	2015																			AIA
Anguilla	6.0	353.0	60.0		53.0	1.0	-1.0	0.0	1.0	0.2	2016																			AIA
Anguilla	6.0	443.0	59.0		52.0	72.0	21.0	0.0	1.0	0.2	2017																			AIA
Anguilla	7.0	539.0	61.0		72.0	43.0	31.0	0.0	1.0	0.2	2018																			AIA
Anguilla	6.0	304.0			51.0	23.0	-17.0	0.0	1.0	0.2	2019	7.0																		AIA
Anguilla	6.0	308.0			32.0	-9.0	-12.0	0.0	1.0	0.2	2020																			AIA
Anguilla	6.0	190.0			33.0	-16.0	-21.0	0.0	1.0	0.2	2021																			AIA
Antigua and Barbuda	2.0										2004																			ATG
Antigua and Barbuda	2.0	72.0			25.0	6.0			4.0	0.2	2005																			ATG
Antigua and Barbuda	1.0	43.0			13.0	6.0			3.0	0.1	2006																			ATG
Antigua and Barbuda	1.0										2007																			ATG
Antigua and Barbuda	1.0										2008																			ATG
Antigua and Barbuda	0.0	12.0	2.0		7.0	-2.0		0.0	2.0		2009		2.0		0.0															ATG
Antigua and Barbuda	0.0	12.0	2.0		7.0	-2.0		0.0	2.0		2010																			ATG
Antigua and Barbuda	0.0	12.0	2.0		7.0	-2.0		0.0	2.0		2011																			ATG
Antigua and Barbuda	0.0	12.0	2.0		7.0	-2.0		0.0	2.0		2012																			ATG
Antigua and Barbuda	0.0	12.0	2.0		7.0	-2.0		0.0	2.0		2013																			ATG
Antigua and Barbuda	1.0	11.0	1.0		1.0	-1.0		0.0			2014			-1.0	1.0															ATG
Antigua and Barbuda	1.0	10.0	1.0		1.0	-1.0		0.0			2015																			ATG
Antigua and Barbuda	1.0	10.0	1.0		1.0	-1.0		0.0			2016																			ATG
Antigua and Barbuda	1.0	10.0	1.0		1.0	-1.0		0.0			2017																			ATG
Antigua and Barbuda	1.0	10.0	1.0		1.0	-1.0		0.0			2018																			ATG
Antigua and Barbuda	1.0	35.0			5.0	4.0	5.0	0.0			2019	2.0																		ATG
Antigua and Barbuda	1.0	35.0			5.0	4.0	5.0	0.0			2020																			ATG
Antigua and Barbuda	1.0	35.0			5.0	4.0	5.0	0.0			2021																			ATG
Argentina	272.0	32396.0	12275.0		22889.0	1794.0			1606.0	98.8	2004		6974.0	601.0	329.0	1814.0	216.0	680.0	183.0	846.0			21178.0							ARG
Argentina	259.0	32822.0			24960.0	2573.0			1767.0	97.9	2005					2526.0	207.0	722.0	-32.0	568.0										ARG
Argentina	267.0	40416.0			29075.0	3348.0			2067.0	107.8	2006					3554.0	116.0	1042.0	10.0	1282.0										ARG
Argentina	265.0	44301.0			34003.0	3154.0			2399.0	123.5	2007					3447.0	102.0	890.0	-12.0	1288.0										ARG
Argentina	256.0	46299.0			42410.0	2839.0			2995.0	131.7	2008					3457.0	148.0	760.0	-17.0	1283.0										ARG
Argentina	230.0	50196.0	17795.0	3740.0	35956.0	2353.0	12984.0	92.0	3407.0	137.1	2009		11932.0	818.0	160.0	3559.0				1432.0			35956.0							ARG
Argentina	222.0	58259.0	18807.0	2922.0	41703.0	3746.0	16498.0	117.0	3936.0	141.2	2010					5039.0	-106.0	786.0	-58.0	1464.0						312.0	27421.0	4805.0	3181.0	ARG
Argentina	222.0	56710.0	17440.0	3469.0	49609.0	3561.0	18439.0	136.0	4504.0	139.0	2011					5440.0	-122.0	694.0	-15.0	2301.0				4945.0	744.0	400.0	32067.0	5792.0	4563.0	ARG
Argentina	231.0	59451.0	17574.0	3558.0	49572.0	2972.0	17419.0	161.0	5040.0	134.3	2012					4560.0	-205.0	733.0	107.0	2155.0						1351.0	32065.0	4925.0	4232.0	ARG
Argentina	239.0	60406.0	17760.0	3467.0	51474.0	2808.0	16469.0	162.0	5291.0	133.9	2013					4324.0	-204.0	1019.0	231.0	2313.0				1827.0	255.0	1343.0	34387.0	8425.0	3903.0	ARG
Argentina	263.0	66597.0	18758.0	4036.0	47582.0	4339.0	17773.0	156.0	5600.0	138.1	2014		14410.0	1287.0	178.0	5181.0	-35.0						47582.0			631.0	33179.0	7469.0	2079.0	ARG
Argentina	265.0	68716.0	20019.0	3828.0	46821.0	2163.0	17739.0	151.0	6133.0	136.4	2015					4307.0	-159.0	1047.0	-557.0	2538.0				2495.0	190.0	593.0	33521.0	5962.0	2587.0	ARG
Argentina	263.0	67075.0	20263.0	2423.0	42992.0	1645.0	14858.0	130.0	5518.0	131.2	2016					3372.0	-216.0	467.0	-158.0	1956.0				2451.0	264.0	551.0	29801.0	6103.0	2578.0	ARG
Argentina	268.0	66768.0	20731.0	2834.0	43679.0	3834.0	16963.0	272.0	5774.0	133.4	2017					4342.0	-119.0	475.0	-62.0	834.0				2095.0	350.0	660.0	30566.0	6669.0	2146.0	ARG
Argentina	268.0	52636.0	10677.0	1562.0	39511.0	1417.0	12269.0	229.0	4987.0	127.5	2018					2658.0	108.0	53.0	-335.0	874.0				2451.0	29.0	1063.0	26186.0	7252.0	1546.0	ARG
Argentina	283.0	51231.0	10553.0	1889.0	35008.0	532.0	9736.0	128.0	4553.0	124.6	2019	284.0				1551.0	-120.0	-243.0	-101.0		-241.0	-2.0		3456.0	126.0	970.0	20211.0	7451.0	1893.0	ARG
Argentina	281.0	53114.0	10316.0	1267.0	29243.0	-137.0	7735.0	178.0	4012.0	109.9	2020					408.0	-95.0			443.0				2775.0	33.0	553.0	16917.0	6878.0	1413.0	ARG
Argentina	274.0	53284.0	9787.0	1075.0	32209.0	1671.0	9498.0	148.0	3789.0	101.0	2021					2309.0	-119.0			665.0				3289.0	98.0	604.0	19077.0	6774.0	1723.0	ARG
Armenia		6.0	1.0						3.0		2004		3.0	1.0	2.0															ARM
Armenia		6.0							3.0		2005																			ARM
Armenia		6.0							3.0		2006																			ARM
Armenia		6.0							3.0		2007																			ARM
Armenia		6.0							3.0		2008																			ARM
Armenia	0.0	9.0	1.0		4.0		3.0	0.0	3.0		2009		1.0		0.0															ARM
Armenia	0.0	9.0	1.0		4.0		3.0	0.0	3.0	0.4	2010																			ARM
Armenia	0.0	9.0	1.0		4.0		3.0	0.0	3.0	0.4	2011																			ARM
Armenia	0.0	9.0	1.0		4.0		3.0	0.0	3.0	0.4	2012																			ARM
Armenia	0.0	9.0	1.0		3.0		3.0	0.0	3.0	0.4	2013																			ARM
Armenia	1.0	85.0	4.0		60.0	2.0	9.0	0.0	18.0	1.4	2014		14.0	3.0	1.0															ARM
Armenia	1.0	87.0	4.0		58.0	1.0	12.0	0.0	18.0	1.5	2015																			ARM
Armenia	1.0	82.0	3.0		60.0	2.0	12.0	0.0	17.0	1.4	2016																			ARM
Armenia	1.0	78.0	3.0		58.0	3.0	14.0	0.0	17.0	1.4	2017																			ARM
Armenia	1.0	76.0	3.0		57.0	3.0	14.0	0.0	17.0	1.4	2018																			ARM
Armenia	3.0	103.0	12.0	6.0	89.0	2.0	29.0		29.0	1.5	2019	8.0																		ARM
Armenia	3.0	104.0	12.0	6.0	78.0	3.0	29.0		29.0	1.5	2020																			ARM
Armenia	3.0	102.0	12.0	6.0	86.0	4.0	30.0		29.0	1.5	2021																			ARM
Aruba	14.0	2353.0	714.0						90.0	1.6	2004		125.0	-47.0	10.0															ABW
Aruba	14.0	2400.0							98.0	2.2	2005																			ABW
Aruba	12.0								99.0	2.2	2006																			ABW
Aruba	11.0								111.0	2.2	2007																			ABW
Aruba	10.0								107.0	2.1	2008																			ABW
Aruba	7.0	2560.0	1057.0		2334.0	-119.0	77.0	0.0	105.0	2.4	2009		4.0	25.0	6.0															ABW
Aruba	10.0	2474.0	1048.0	34.0	613.0	-240.0	112.0	0.0	114.0	2.5	2010																			ABW
Aruba	8.0	2634.0	1060.0	56.0		-102.0	118.0	0.0	113.0	2.4	2011																			ABW
Aruba	11.0	942.0	217.0	30.0	1783.0		163.0	0.0	151.0	2.2	2012																			ABW
Aruba	11.0	1097.0	223.0	24.0	654.0	2.0	141.0	0.0	72.0	2.0	2013																			ABW
Aruba	23.0	2217.0	447.0	45.0	961.0	-6.0	280.0	0.0	131.0	3.1	2014		621.0	24.0	14.0															ABW
Aruba	22.0	2062.0	477.0	28.0	916.0	8.0	223.0	0.0	120.0	2.8	2015																			ABW
Aruba	22.0	2285.0	471.0	49.0	880.0		351.0	0.0	113.0	2.8	2016																			ABW
Aruba	22.0	1995.0	387.0	32.0	603.0	60.0	176.0	0.0	104.0	2.7	2017																			ABW
Aruba	18.0	1461.0	315.0	17.0	548.0	43.0	123.0	0.0	77.0	2.0	2018																			ABW
Aruba	20.0	1487.0	381.0	35.0	672.0	87.0	197.0	0.0	85.0	2.5	2019	19.0																		ABW
Aruba	22.0	1744.0	347.0	16.0	492.0	-19.0	122.0	0.0	71.0	2.3	2020																			ABW
Aruba	22.0	1744.0	329.0	14.0	501.0	11.0	151.0	0.0	84.0	2.3	2021																			ABW
Australia	818.0	175583.0	32722.0		104225.0	12440.0			14316.0	321.8	2004		43293.0	4012.0	680.0	7438.0	-418.0	5447.0	7.0	1485.0			86230.0							AUS
Australia	805.0	222551.0			114022.0	12890.0			16046.0	321.9	2005					10364.0	-1385.0	3784.0	-212.0	1664.0										AUS
Australia	841.0	225696.0			120204.0	15060.0			16871.0	315.0	2006					11317.0	202.0	6314.0	284.0	3289.0										AUS
Australia	856.0	297057.0			158769.0	15515.0			19179.0	327.9	2007					11958.0	1260.0	6184.0	111.0	3195.0										AUS
Australia	826.0	282965.0			175521.0	18223.0			19756.0	318.3	2008					13809.0	2396.0	8368.0	-511.0	4097.0										AUS
Australia	771.0	420953.0	54758.0	10675.0	138269.0	13428.0	44880.0	751.0	19998.0	294.6	2009		105527.0	4453.0	427.0	10200.0		7001.0	205.0	4009.0			138269.0							AUS
Australia	764.0	494608.0	56337.0	10945.0	151498.0	17481.0	49165.0	982.0	21876.0	290.9	2010					16762.0	-591.0	8237.0	-2711.0	3995.0				3912.0	478.0	5440.0	104842.0	11658.0	16586.0	AUS
Australia	800.0	566883.0	69937.0	14403.0	176606.0	25019.0	57346.0	1081.0	25062.0	305.5	2011					20425.0	-171.0	11235.0	-1213.0	4528.0				5915.0	648.0	5825.0	121077.0	11846.0	21771.0	AUS
Australia	816.0	573811.0	85123.0	18558.0	184429.0	19596.0	56984.0	1153.0	26863.0	308.1	2012					16032.0	248.0	11792.0	-2319.0	4922.0				5021.0	508.0	5834.0	127945.0	13351.0	22974.0	AUS
Australia	833.0	582424.0	94158.0	16289.0	185621.0	15405.0	50140.0	1113.0	27042.0	309.4	2013					9418.0	184.0	11465.0	-2273.0	2455.0				5070.0	422.0	9766.0	127327.0	14732.0	20186.0	AUS
Australia	1051.0	677567.0	103415.0	14937.0	183124.0	19654.0	58424.0	1271.0	29666.0	343.4	2014		175297.0	9908.0	568.0	14042.0	292.0	11437.0	39.0	3528.0			183124.0	4981.0	557.0	9833.0	128558.0	11721.0	19238.0	AUS
Australia	1065.0	632314.0	79329.0	12578.0	150285.0	4689.0	44704.0	1053.0	26826.0	324.8	2015					6108.0	911.0	7298.0	-6076.0	2224.0				4099.0	521.0	6399.0	105924.0	10466.0	16918.0	AUS
Australia	1068.0	690220.0	79618.0	8438.0	140568.0	8816.0	41423.0	869.0	25798.0	310.2	2016					3446.0	1392.0	6877.0	755.0	1871.0				4058.0	521.0	5642.0	102060.0	10326.0	12847.0	AUS
Australia	1086.0	761976.0	76889.0	7453.0	155140.0	18360.0	47924.0	985.0	26421.0	322.8	2017					7454.0	606.0	6841.0	6998.0	2652.0				5137.0	512.0	5341.0	112167.0	10192.0	16154.0	AUS
Australia	1100.0	771662.0	75415.0	8006.0	169856.0	26536.0	44903.0	1003.0	26265.0	324.4	2018					4228.0	-292.0	21382.0	4172.0	2915.0				5395.0	715.0	7026.0	117574.0	11205.0	21156.0	AUS
Australia	1191.0	757933.0	74627.0	7322.0	168506.0	16638.0	45753.0	968.0	26186.0	332.0	2019	812.0				4908.0	-184.0	12358.0	2499.0	2958.0	11903.0	455.0		4781.0	668.0	9816.0	118866.0	9644.0	18113.0	AUS
Australia	1173.0	808803.0	72618.0	6823.0	153426.0	2491.0	45393.0	956.0	25399.0	316.1	2020					7622.0	-775.0	1043.0	-3379.0	2617.0				4984.0	552.0	5722.0	112745.0	9872.0	14003.0	AUS
Australia	1171.0	798964.0	73531.0	6996.0	187597.0	24553.0	55949.0	1070.0	27924.0	328.1	2021					13018.0	-266.0			3606.0				5456.0	661.0	7127.0	138634.0	11825.0	18417.0	AUS
Austria	206.0	30078.0	3567.0		16387.0	1459.0			2218.0	35.6	2004		8051.0	622.0	253.0	1260.0	-70.0	504.0	1.0	281.0			15837.0							AUT
Austria	213.0	36848.0							2603.0	40.5	2005					1344.0	-61.0	2216.0	5480.0	164.0										AUT
Austria	225.0								2758.0	40.6	2006					1207.0	-69.0	2548.0	-2.0	220.0										AUT
Austria	231.0								3024.0	40.4	2007					1291.0	36.0	2653.0	146.0	266.0										AUT
Austria	229.0								3239.0	44.9	2008					1051.0	293.0	4198.0	-52.0	300.0										AUT
Austria	193.0	40217.0	4250.0	844.0	20984.0	2669.0	5795.0	296.0	3317.0	41.0	2009			1737.0	133.0	828.0	244.0	2236.0	0.0	279.0			20984.0							AUT
Austria	186.0	35340.0	3641.0	650.0	20125.0	3753.0	5748.0	278.0	3288.0	40.3	2010					1325.0	331.0	2600.0	8.0	180.0				442.0	85.0	464.0	12008.0	4635.0	2371.0	AUT
Austria	187.0	40027.0	4086.0	662.0	21909.0	2980.0	5156.0	289.0	3568.0	43.8	2011					360.0	292.0	2836.0	5.0	220.0				464.0	123.0	399.0	13974.0	4029.0	2812.0	AUT
Austria	199.0	43544.0	4327.0	852.0	20922.0	2365.0	4450.0	257.0	3671.0	46.1	2012					-267.0	219.0	2851.0	-10.0	209.0				445.0	406.0	1394.0	11533.0	4252.0	2753.0	AUT
Austria	205.0	46997.0	4602.0	802.0	21353.0	3003.0	5882.0	283.0	3815.0	46.1	2013					1121.0	85.0	2138.0	-31.0	226.0				448.0	122.0	1295.0	13011.0	3714.0	2592.0	AUT
Austria	225.0	37158.0	3975.0	689.0	22467.0	4198.0	6169.0	580.0	3991.0	47.9	2014			2223.0	153.0	1183.0	54.0	3394.0	5.0				22467.0	732.0	106.0	1094.0	14805.0	2730.0	2851.0	AUT
Austria	230.0	47692.0	4007.0	611.0	20159.0	2803.0	4905.0	536.0	3972.0	49.9	2015					-22.0	51.0	3112.0	-6.0	257.0				648.0	109.0	865.0	13601.0	2424.0	2254.0	AUT
Austria	234.0	40490.0	4259.0	522.0	22053.0	2100.0	5670.0	548.0	3571.0	47.9	2016					1215.0	-67.0	1171.0	-17.0	245.0				1727.0	66.0	1016.0	12633.0	4605.0	1490.0	AUT
Austria	236.0	42049.0	4827.0	650.0	23775.0	1902.0	6548.0	527.0	3792.0	49.8	2017					1810.0	-52.0	613.0	-167.0	325.0				1704.0	100.0	848.0	13287.0	4964.0	2469.0	AUT
Austria	228.0	39637.0	4530.0	628.0	24793.0	1363.0	5747.0	465.0	3691.0	47.0	2018					1078.0	-5.0	503.0	-10.0	204.0				1780.0	109.0	599.0	13775.0	5525.0	2631.0	AUT
Austria	255.0	38839.0	4236.0	748.0	24514.0	1174.0	6006.0	389.0	3278.0	41.6	2019	242.0				1229.0	-8.0		-19.0	262.0				1910.0	43.0	431.0	14618.0	5234.0	1904.0	AUT
Austria	245.0	29427.0	3702.0	766.0	22608.0	1006.0	4916.0	163.0	2508.0	28.8	2020					856.0	22.0	326.0	-38.0	139.0				609.0	209.0	399.0	14788.0	4629.0	1823.0	AUT
Austria	241.0	30174.0	3885.0	683.0	24456.0	719.0	5070.0	241.0	2724.0	29.7	2021					561.0	20.0	350.0	-1.0	191.0				941.0	206.0	467.0	15822.0	4991.0	1922.0	AUT
Azerbaijan	16.0	4897.0	4065.0		743.0	258.0			11.0	0.3	2004		2738.0	261.0	15.0															AZE
Azerbaijan	17.0	7504.0			1782.0	964.0			18.0	0.6	2005																			AZE
