accum_earnings	at	capital	emp	iso	n_firms	n_groups	pi	revenue_related	revenue_total	revenue_unrelated	source	t_at	txc	txt	type	wages	year	etr	pi_original
				SAU			1786000000.0				BEA_income				all_groups		2011		1786000000.0
				ARE			1108000000.0				BEA_income				all_groups		2011		1108000000.0
				BHR							BEA_income				all_groups		2011		
				IRN							BEA_income				all_groups		2011		
				IRQ							BEA_income				all_groups		2011		
				JOR							BEA_income				all_groups		2011		
				KWT							BEA_income				all_groups		2011		
				LBN							BEA_income				all_groups		2011		
				OMN							BEA_income				all_groups		2011		
				QAT							BEA_income				all_groups		2011		
				SYR							BEA_income				all_groups		2011		
				YEM							BEA_income				all_groups		2011		
				AUS			15939000000.0				BEA_income				all_groups		2011		15939000000.0
				CHN			12647000000.0				BEA_income				all_groups		2011		12647000000.0
				HKG			6217000000.0				BEA_income				all_groups		2011		6217000000.0
				IND			5029000000.0				BEA_income				all_groups		2011		5029000000.0
				IDN			8764000000.0				BEA_income				all_groups		2011		8764000000.0
				JPN			17958000000.0				BEA_income				all_groups		2011		17958000000.0
				KOR			5066000000.0				BEA_income				all_groups		2011		5066000000.0
				MYS			4374000000.0				BEA_income				all_groups		2011		4374000000.0
				NZL			842000000.0				BEA_income				all_groups		2011		842000000.0
				PHL			1157000000.0				BEA_income				all_groups		2011		1157000000.0
				SGP			23375000000.0				BEA_income				all_groups		2011		23375000000.0
				TWN			2722000000.0				BEA_income				all_groups		2011		2722000000.0
				THA			3303000000.0				BEA_income				all_groups		2011		3303000000.0
				AFG							BEA_income				all_groups		2011		
				BGD							BEA_income				all_groups		2011		
				BTN							BEA_income				all_groups		2011		
				BRN							BEA_income				all_groups		2011		
				MMR							BEA_income				all_groups		2011		
				KHM							BEA_income				all_groups		2011		
				FJI							BEA_income				all_groups		2011		
				LAO							BEA_income				all_groups		2011		
				MAC							BEA_income				all_groups		2011		
				MDV							BEA_income				all_groups		2011		
				MHL							BEA_income				all_groups		2011		
				FSM							BEA_income				all_groups		2011		
				MNG							BEA_income				all_groups		2011		
				NPL							BEA_income				all_groups		2011		
				PAK							BEA_income				all_groups		2011		
				PLW							BEA_income				all_groups		2011		
				PNG							BEA_income				all_groups		2011		
				WSM							BEA_income				all_groups		2011		
				LKA							BEA_income				all_groups		2011		
				TLS							BEA_income				all_groups		2011		
				TUV							BEA_income				all_groups		2011		
				VUT							BEA_income				all_groups		2011		
				VNM							BEA_income				all_groups		2011		
				Rest			547605000000.0				BEA_income				all_groups		2010		547605000000.0
				CAN			33807000000.0				BEA_income				all_groups		2010		33807000000.0
				AUT			2525000000.0				BEA_income				all_groups		2010		2525000000.0
				BEL			1891000000.0				BEA_income				all_groups		2010		1891000000.0
				CZE			989000000.0				BEA_income				all_groups		2010		989000000.0
				DNK			4877000000.0				BEA_income				all_groups		2010		4877000000.0
				FIN			201000000.0				BEA_income				all_groups		2010		201000000.0
				FRA			7523000000.0				BEA_income				all_groups		2010		7523000000.0
				DEU			9381000000.0				BEA_income				all_groups		2010		9381000000.0
				GRC			-136000000.0				BEA_income				all_groups		2010		-136000000.0
				HUN			334000000.0				BEA_income				all_groups		2010		334000000.0
				IRL			30091000000.0				BEA_income				all_groups		2010		30091000000.0
				ITA			2534000000.0				BEA_income				all_groups		2010		2534000000.0
				LUX			33791000000.0				BEA_income				all_groups		2010		33791000000.0
				NLD			70426000000.0				BEA_income				all_groups		2010		70426000000.0
				NOR			19752000000.0				BEA_income				all_groups		2010		19752000000.0
				POL			972000000.0				BEA_income				all_groups		2010		972000000.0
				PRT			474000000.0				BEA_income				all_groups		2010		474000000.0
				RUS			1690000000.0				BEA_income				all_groups		2010		1690000000.0
				ESP			9655000000.0				BEA_income				all_groups		2010		9655000000.0
				SWE			1311000000.0				BEA_income				all_groups		2010		1311000000.0
				CHE			21233000000.0				BEA_income				all_groups		2010		21233000000.0
				TUR			800000000.0				BEA_income				all_groups		2010		800000000.0
				GBR			42073000000.0				BEA_income				all_groups		2010		42073000000.0
				BEA_Other_Europe			3712000000.0				BEA_income				all_groups		2010		3712000000.0
				ALB							BEA_income				all_groups		2010		
				AND							BEA_income				all_groups		2010		
				ARM							BEA_income				all_groups		2010		
				AZE							BEA_income				all_groups		2010		
				BLR							BEA_income				all_groups		2010		
				BIH							BEA_income				all_groups		2010		
				BGR							BEA_income				all_groups		2010		
				HRV							BEA_income				all_groups		2010		
				CYP							BEA_income				all_groups		2010		
				EST							BEA_income				all_groups		2010		
				GEO							BEA_income				all_groups		2010		
				GIB							BEA_income				all_groups		2010		
				GRL							BEA_income				all_groups		2010		
				ISL							BEA_income				all_groups		2010		
				KAZ							BEA_income				all_groups		2010		
				KGZ							BEA_income				all_groups		2010		
				LVA							BEA_income				all_groups		2010		
				LIE							BEA_income				all_groups		2010		
				LTU							BEA_income				all_groups		2010		
				MKD							BEA_income				all_groups		2010		
				MLT							BEA_income				all_groups		2010		
				MDA							BEA_income				all_groups		2010		
				MCO							BEA_income				all_groups		2010		
				MNE							BEA_income				all_groups		2010		
				ROU							BEA_income				all_groups		2010		
				SRB							BEA_income				all_groups		2010		
				SVK							BEA_income				all_groups		2010		
				SVN							BEA_income				all_groups		2010		
				TKM							BEA_income				all_groups		2010		
				UKR							BEA_income				all_groups		2010		
				UZB							BEA_income				all_groups		2010		
				ARG			2756000000.0				BEA_income				all_groups		2010		2756000000.0
				BRA			13311000000.0				BEA_income				all_groups		2010		13311000000.0
				CHL			5764000000.0				BEA_income				all_groups		2010		5764000000.0
				COL			2030000000.0				BEA_income				all_groups		2010		2030000000.0
				ECU			217000000.0				BEA_income				all_groups		2010		217000000.0
				PER			3123000000.0				BEA_income				all_groups		2010		3123000000.0
				VEN			2417000000.0				BEA_income				all_groups		2010		2417000000.0
				BOL							BEA_income				all_groups		2010		
				GUF							BEA_income				all_groups		2010		
				GUY							BEA_income				all_groups		2010		
				PRY							BEA_income				all_groups		2010		
				SUR							BEA_income				all_groups		2010		
				URY							BEA_income				all_groups		2010		
				CRI			282000000.0				BEA_income				all_groups		2010		282000000.0
				HND			98000000.0				BEA_income				all_groups		2010		98000000.0
				MEX			13443000000.0				BEA_income				all_groups		2010		13443000000.0
				PAN			349000000.0				BEA_income				all_groups		2010		349000000.0
				BLZ							BEA_income				all_groups		2010		
				SLV							BEA_income				all_groups		2010		
				GTM							BEA_income				all_groups		2010		
				NIC							BEA_income				all_groups		2010		
				BRB			1689000000.0				BEA_income				all_groups		2010		1689000000.0
				BMU			28880000000.0				BEA_income				all_groups		2010		28880000000.0
				DOM			310000000.0				BEA_income				all_groups		2010		310000000.0
				UK_Caribbean			20738000000.0				BEA_income				all_groups		2010		20738000000.0
				BEA_Other_Western			6854000000.0				BEA_income				all_groups		2010		6854000000.0
				AIA							BEA_income				all_groups		2010		
				ATG							BEA_income				all_groups		2010		
				ABW							BEA_income				all_groups		2010		
				BHS							BEA_income				all_groups		2010		
				CUB							BEA_income				all_groups		2010		
				DMA							BEA_income				all_groups		2010		
				GRD							BEA_income				all_groups		2010		
				HTI							BEA_income				all_groups		2010		
				JAM							BEA_income				all_groups		2010		
				ANT							BEA_income				all_groups		2010		
				KNA							BEA_income				all_groups		2010		
				LCA							BEA_income				all_groups		2010		
				VCT							BEA_income				all_groups		2010		
				TTO							BEA_income				all_groups		2010		
				EGY			3277000000.0				BEA_income				all_groups		2010		3277000000.0
				NGA			1365000000.0				BEA_income				all_groups		2010		1365000000.0
				ZAF			1104000000.0				BEA_income				all_groups		2010		1104000000.0
				DZA							BEA_income				all_groups		2010		
				AGO							BEA_income				all_groups		2010		
				BEN							BEA_income				all_groups		2010		
				BWA							BEA_income				all_groups		2010		
				BDI							BEA_income				all_groups		2010		
				CMR							BEA_income				all_groups		2010		
				CAF							BEA_income				all_groups		2010		
				TCD							BEA_income				all_groups		2010		
				COG							BEA_income				all_groups		2010		
				COD							BEA_income				all_groups		2010		
				CIV							BEA_income				all_groups		2010		
				DJI							BEA_income				all_groups		2010		
				GNQ							BEA_income				all_groups		2010		
				ERI							BEA_income				all_groups		2010		
				ETH							BEA_income				all_groups		2010		
				GAB							BEA_income				all_groups		2010		
				GMB							BEA_income				all_groups		2010		
				GHA							BEA_income				all_groups		2010		
				GIN							BEA_income				all_groups		2010		
				KEN							BEA_income				all_groups		2010		
				LSO							BEA_income				all_groups		2010		
				LBR							BEA_income				all_groups		2010		
				LBY							BEA_income				all_groups		2010		
				MDG							BEA_income				all_groups		2010		
				MWI							BEA_income				all_groups		2010		
				MLI							BEA_income				all_groups		2010		
				MRT							BEA_income				all_groups		2010		
				MUS							BEA_income				all_groups		2010		
				MAR							BEA_income				all_groups		2010		
				MOZ							BEA_income				all_groups		2010		
				NAM							BEA_income				all_groups		2010		
				NER							BEA_income				all_groups		2010		
				RWA							BEA_income				all_groups		2010		
				STP							BEA_income				all_groups		2010		
				SEN							BEA_income				all_groups		2010		
				SYC							BEA_income				all_groups		2010		
				SLE							BEA_income				all_groups		2010		
				SOM							BEA_income				all_groups		2010		
				SDN							BEA_income				all_groups		2010		
				SWZ							BEA_income				all_groups		2010		
				TZA							BEA_income				all_groups		2010		
				TGO							BEA_income				all_groups		2010		
				TUN							BEA_income				all_groups		2010		
				UGA							BEA_income				all_groups		2010		
				ZMB							BEA_income				all_groups		2010		
				ZWE							BEA_income				all_groups		2010		
				ISR			885000000.0				BEA_income				all_groups		2010		885000000.0
				SAU			1637000000.0				BEA_income				all_groups		2010		1637000000.0
				ARE			748000000.0				BEA_income				all_groups		2010		748000000.0
				BHR							BEA_income				all_groups		2010		
				IRN							BEA_income				all_groups		2010		
				IRQ							BEA_income				all_groups		2010		
				JOR							BEA_income				all_groups		2010		
				KWT							BEA_income				all_groups		2010		
				LBN							BEA_income				all_groups		2010		
				OMN							BEA_income				all_groups		2010		
				QAT							BEA_income				all_groups		2010		
				SYR							BEA_income				all_groups		2010		
				YEM							BEA_income				all_groups		2010		
				AUS			14175000000.0				BEA_income				all_groups		2010		14175000000.0
				CHN			11733000000.0				BEA_income				all_groups		2010		11733000000.0
				HKG			7167000000.0				BEA_income				all_groups		2010		7167000000.0
				IND			4618000000.0				BEA_income				all_groups		2010		4618000000.0
				IDN			8092000000.0				BEA_income				all_groups		2010		8092000000.0
				JPN			14309000000.0				BEA_income				all_groups		2010		14309000000.0
				KOR			5178000000.0				BEA_income				all_groups		2010		5178000000.0
				MYS			4483000000.0				BEA_income				all_groups		2010		4483000000.0
				NZL			551000000.0				BEA_income				all_groups		2010		551000000.0
				PHL			1075000000.0				BEA_income				all_groups		2010		1075000000.0
				SGP			17335000000.0				BEA_income				all_groups		2010		17335000000.0
				TWN			2838000000.0				BEA_income				all_groups		2010		2838000000.0
				THA			4901000000.0				BEA_income				all_groups		2010		4901000000.0
				AFG							BEA_income				all_groups		2010		
				BGD							BEA_income				all_groups		2010		
				BTN							BEA_income				all_groups		2010		
				BRN							BEA_income				all_groups		2010		
				MMR							BEA_income				all_groups		2010		
				KHM							BEA_income				all_groups		2010		
				FJI							BEA_income				all_groups		2010		
				LAO							BEA_income				all_groups		2010		
				MAC							BEA_income				all_groups		2010		
				MDV							BEA_income				all_groups		2010		
				MHL							BEA_income				all_groups		2010		
				FSM							BEA_income				all_groups		2010		
				MNG							BEA_income				all_groups		2010		
				NPL							BEA_income				all_groups		2010		
				PAK							BEA_income				all_groups		2010		
				PLW							BEA_income				all_groups		2010		
				PNG							BEA_income				all_groups		2010		
				WSM							BEA_income				all_groups		2010		
				LKA							BEA_income				all_groups		2010		
				TLS							BEA_income				all_groups		2010		
				TUV							BEA_income				all_groups		2010		
				VUT							BEA_income				all_groups		2010		
				VNM							BEA_income				all_groups		2010		
				Rest			519745000000.0				BEA_income				all_groups		2019		519745000000.0
				CAN			26660000000.0				BEA_income				all_groups		2019		26660000000.0
				AUT			664000000.0				BEA_income				all_groups		2019		664000000.0
				BEL			6648000000.0				BEA_income				all_groups		2019		6648000000.0
				CZE			431000000.0				BEA_income				all_groups		2019		431000000.0
				DNK			579000000.0				BEA_income				all_groups		2019		579000000.0
				FIN			121000000.0				BEA_income				all_groups		2019		121000000.0
				FRA			2855000000.0				BEA_income				all_groups		2019		2855000000.0
				DEU			7171000000.0				BEA_income				all_groups		2019		7171000000.0
				GRC			79000000.0				BEA_income				all_groups		2019		79000000.0
				HUN			238000000.0				BEA_income				all_groups		2019		238000000.0
				IRL			62692000000.0				BEA_income				all_groups		2019		62692000000.0
				ITA			1784000000.0				BEA_income				all_groups		2019		1784000000.0
				LUX			37901000000.0				BEA_income				all_groups		2019		37901000000.0
				NLD			82678000000.0				BEA_income				all_groups		2019		82678000000.0
				NOR			1337000000.0				BEA_income				all_groups		2019		1337000000.0
				POL			1001000000.0				BEA_income				all_groups		2019		1001000000.0
				PRT			177000000.0				BEA_income				all_groups		2019		177000000.0
				RUS			932000000.0				BEA_income				all_groups		2019		932000000.0
				ESP			3807000000.0				BEA_income				all_groups		2019		3807000000.0
				SWE			3399000000.0				BEA_income				all_groups		2019		3399000000.0
				CHE			21856000000.0				BEA_income				all_groups		2019		21856000000.0
				TUR			466000000.0				BEA_income				all_groups		2019		466000000.0
				GBR			50831000000.0				BEA_income				all_groups		2019		50831000000.0
				BEA_Other_Europe			1133000000.0				BEA_income				all_groups		2019		1133000000.0
				ARG			344000000.0				BEA_income				all_groups		2019		344000000.0
				BRA			4104000000.0				BEA_income				all_groups		2019		4104000000.0
				CHL			2021000000.0				BEA_income				all_groups		2019		2021000000.0
				COL			857000000.0				BEA_income				all_groups		2019		857000000.0
				ECU			139000000.0				BEA_income				all_groups		2019		139000000.0
				PER			867000000.0				BEA_income				all_groups		2019		867000000.0
				VEN			-368000000.0				BEA_income				all_groups		2019		-368000000.0
				CRI			197000000.0				BEA_income				all_groups		2019		197000000.0
				HND			282000000.0				BEA_income				all_groups		2019		282000000.0
				MEX			9600000000.0				BEA_income				all_groups		2019		9600000000.0
				PAN			726000000.0				BEA_income				all_groups		2019		726000000.0
				BRB			3527000000.0				BEA_income				all_groups		2019		3527000000.0
				BMU			40558000000.0				BEA_income				all_groups		2019		40558000000.0
				DOM			339000000.0				BEA_income				all_groups		2019		339000000.0
				UK_Caribbean			33776000000.0				BEA_income				all_groups		2019		33776000000.0
				BEA_Other_Western			3761000000.0				BEA_income				all_groups		2019		3761000000.0
				EGY			794000000.0				BEA_income				all_groups		2019		794000000.0
				NGA			674000000.0				BEA_income				all_groups		2019		674000000.0
				ZAF			602000000.0				BEA_income				all_groups		2019		602000000.0
				ISR			1036000000.0				BEA_income				all_groups		2019		1036000000.0
				SAU			872000000.0				BEA_income				all_groups		2019		872000000.0
				ARE			1429000000.0				BEA_income				all_groups		2019		1429000000.0
				AUS			9081000000.0				BEA_income				all_groups		2019		9081000000.0
				CHN			11023000000.0				BEA_income				all_groups		2019		11023000000.0
				HKG			9893000000.0				BEA_income				all_groups		2019		9893000000.0
				IND			3689000000.0				BEA_income				all_groups		2019		3689000000.0
				IDN			573000000.0				BEA_income				all_groups		2019		573000000.0
				JPN			12121000000.0				BEA_income				all_groups		2019		12121000000.0
				MYS			1420000000.0				BEA_income				all_groups		2019		1420000000.0
				NZL			466000000.0				BEA_income				all_groups		2019		466000000.0
				PHL			606000000.0				BEA_income				all_groups		2019		606000000.0
				SGP			34866000000.0				BEA_income				all_groups		2019		34866000000.0
				KOR			2638000000.0				BEA_income				all_groups		2019		2638000000.0
				TWN			966000000.0				BEA_income				all_groups		2019		966000000.0
				THA			1402000000.0				BEA_income				all_groups		2019		1402000000.0
				Rest			452034000000.0				BEA_income				all_groups		2020		452034000000.0
				CAN			20954000000.0				BEA_income				all_groups		2020		20954000000.0
				AUT			284000000.0				BEA_income				all_groups		2020		284000000.0
				BEL			7000000000.0				BEA_income				all_groups		2020		7000000000.0
				CZE			437000000.0				BEA_income				all_groups		2020		437000000.0
				DNK			658000000.0				BEA_income				all_groups		2020		658000000.0
				FIN			420000000.0				BEA_income				all_groups		2020		420000000.0
				FRA			1598000000.0				BEA_income				all_groups		2020		1598000000.0
				DEU			5502000000.0				BEA_income				all_groups		2020		5502000000.0
				GRC			123000000.0				BEA_income				all_groups		2020		123000000.0
				HUN			611000000.0				BEA_income				all_groups		2020		611000000.0
				IRL			55982000000.0				BEA_income				all_groups		2020		55982000000.0
				ITA			1131000000.0				BEA_income				all_groups		2020		1131000000.0
				LUX			33443000000.0				BEA_income				all_groups		2020		33443000000.0
				NLD			65859000000.0				BEA_income				all_groups		2020		65859000000.0
				NOR			657000000.0				BEA_income				all_groups		2020		657000000.0
				POL			841000000.0				BEA_income				all_groups		2020		841000000.0
				PRT			124000000.0				BEA_income				all_groups		2020		124000000.0
				RUS			983000000.0				BEA_income				all_groups		2020		983000000.0
				ESP			3222000000.0				BEA_income				all_groups		2020		3222000000.0
				SWE			1844000000.0				BEA_income				all_groups		2020		1844000000.0
				CHE			17681000000.0				BEA_income				all_groups		2020		17681000000.0
				TUR			324000000.0				BEA_income				all_groups		2020		324000000.0
				GBR			41239000000.0				BEA_income				all_groups		2020		41239000000.0
				BEA_Other_Europe			5728000000.0				BEA_income				all_groups		2020		5728000000.0
				ARG			-157000000.0				BEA_income				all_groups		2020		-157000000.0
				BRA			2109000000.0				BEA_income				all_groups		2020		2109000000.0
				CHL			1430000000.0				BEA_income				all_groups		2020		1430000000.0
				COL			332000000.0				BEA_income				all_groups		2020		332000000.0
				ECU			65000000.0				BEA_income				all_groups		2020		65000000.0
				PER			1005000000.0				BEA_income				all_groups		2020		1005000000.0
				VEN			-158000000.0				BEA_income				all_groups		2020		-158000000.0
				CRI			140000000.0				BEA_income				all_groups		2020		140000000.0
				HND			54000000.0				BEA_income				all_groups		2020		54000000.0
				MEX			6508000000.0				BEA_income				all_groups		2020		6508000000.0
				PAN			45000000.0				BEA_income				all_groups		2020		45000000.0
				BRB			4641000000.0				BEA_income				all_groups		2020		4641000000.0
				BMU			40797000000.0				BEA_income				all_groups		2020		40797000000.0
				DOM			284000000.0				BEA_income				all_groups		2020		284000000.0
				UK_Caribbean			28502000000.0				BEA_income				all_groups		2020		28502000000.0
				BEA_Other_Western			3278000000.0				BEA_income				all_groups		2020		3278000000.0
				EGY			269000000.0				BEA_income				all_groups		2020		269000000.0
				NGA			263000000.0				BEA_income				all_groups		2020		263000000.0
				ZAF			496000000.0				BEA_income				all_groups		2020		496000000.0
				ISR			515000000.0				BEA_income				all_groups		2020		515000000.0
				SAU			618000000.0				BEA_income				all_groups		2020		618000000.0
				ARE			1383000000.0				BEA_income				all_groups		2020		1383000000.0
				AUS			7348000000.0				BEA_income				all_groups		2020		7348000000.0
				CHN			10714000000.0				BEA_income				all_groups		2020		10714000000.0
				HKG			10763000000.0				BEA_income				all_groups		2020		10763000000.0
				IND			3594000000.0				BEA_income				all_groups		2020		3594000000.0
				IDN			1050000000.0				BEA_income				all_groups		2020		1050000000.0
				JPN			14899000000.0				BEA_income				all_groups		2020		14899000000.0
				MYS			1317000000.0				BEA_income				all_groups		2020		1317000000.0
				NZL			707000000.0				BEA_income				all_groups		2020		707000000.0
				PHL			264000000.0				BEA_income				all_groups		2020		264000000.0
				SGP			34309000000.0				BEA_income				all_groups		2020		34309000000.0
				KOR			2513000000.0				BEA_income				all_groups		2020		2513000000.0
				TWN			732000000.0				BEA_income				all_groups		2020		732000000.0
				THA			922000000.0				BEA_income				all_groups		2020		922000000.0
				USA			705057000000.0				BEA_income				all_groups		2010		705057000000.0
				USA			846797000000.0				BEA_income				all_groups		2011		846797000000.0
				USA			842024000000.0				BEA_income				all_groups		2012		842024000000.0
				USA			1019150000000.0				BEA_income				all_groups		2013		1019150000000.0
				USA			1124857000000.0				BEA_income				all_groups		2014		1124857000000.0
				USA			1043510000000.0				BEA_income				all_groups		2015		1043510000000.0
				USA			1037780000000.0				BEA_income				all_groups		2016		1037780000000.0
				USA			978191000000.0				BEA_income				all_groups		2017		978191000000.0
				USA			1186068000000.0				BEA_income				all_groups		2018		1186068000000.0
	27378814000000.0		14393500.0	Rest			660369940317.0		6486487000000.0	4474513000000.0	BEA_return	1382433000000.0		120468000000.0	all_groups	626674000000.0	2018	0.1938517388533802	621444000000.0
	1364372000000.0		1222000.0	CAN			35131000000.0		630132000000.0	465050000000.0	BEA_return	194279000000.0		8736000000.0	all_groups	63179000000.0	2018	0.2486692664598218	35131000000.0
	39942000000.0		46900.0	AUT			1071000000.0		24409000000.0	16512000000.0	BEA_return	4527000000.0		205000000.0	all_groups	3688000000.0	2018	0.1914098972922502	1071000000.0
	379672000000.0		124900.0	BEL			7751000000.0		168089000000.0	77567000000.0	BEA_return	17634000000.0		2210000000.0	all_groups	11166000000.0	2018	0.2851245000645078	7751000000.0
	21119000000.0		78600.0	CZE			1125000000.0		16542000000.0	11684000000.0	BEA_return	3884000000.0		172000000.0	all_groups	2211000000.0	2018	0.1528888888888888	1125000000.0
	76433000000.0		44600.0	DNK			702000000.0				BEA_return	6010000000.0		441000000.0	all_groups	3979000000.0	2018	0.6282051282051282	702000000.0
	26711000000.0		20900.0	FIN			1040000000.0		10000000000.0	6766000000.0	BEA_return	2472000000.0		73000000.0	all_groups	1335000000.0	2018	0.0701923076923076	1040000000.0
	387355000000.0		498100.0	FRA			5058000000.0		211210000000.0	167795000000.0	BEA_return	33114000000.0		3172000000.0	all_groups	34903000000.0	2018	0.627125345986556	5058000000.0
	904923000000.0		675300.0	DEU			10009000000.0		366907000000.0	252150000000.0	BEA_return	56047000000.0		4944000000.0	all_groups	52849000000.0	2018	0.4939554401039064	10009000000.0
	10664000000.0		15500.0	GRC			143000000.0				BEA_return	1047000000.0		71000000.0	all_groups	823000000.0	2018	0.4965034965034965	143000000.0
	57631000000.0		68000.0	HUN			1170000000.0		17601000000.0	11613000000.0	BEA_return	3789000000.0		244000000.0	all_groups	1749000000.0	2018	0.2085470085470085	1170000000.0
	2026923000000.0		134600.0	IRL			104707000000.0		419940000000.0	207074000000.0	BEA_return	58024000000.0		7128000000.0	all_groups	10781000000.0	2018	0.0680756778438881	104707000000.0
	181897000000.0		250000.0	ITA			4861000000.0		124842000000.0	102888000000.0	BEA_return	23993000000.0		1450000000.0	all_groups	16473000000.0	2018	0.2982925324007406	4861000000.0
	2792137000000.0		28700.0	LUX			1096000000.0		68263000000.0	48033000000.0	BEA_return	15406000000.0		1613000000.0	all_groups	1897000000.0	2018	1.4717153284671534	1096000000.0
	2958218000000.0		262700.0	NLD			19891000000.0		298341000000.0	173368000000.0	BEA_return	28580000000.0		5867000000.0	all_groups	19679000000.0	2018	0.2949575184756925	19891000000.0
	112681000000.0		42400.0	NOR			6469000000.0		34007000000.0	22395000000.0	BEA_return	11338000000.0		4054000000.0	all_groups	4082000000.0	2018	0.626681094450456	6469000000.0
	63533000000.0		204000.0	POL			2752000000.0		45461000000.0	32676000000.0	BEA_return	12680000000.0		509000000.0	all_groups	5222000000.0	2018	0.1849563953488372	2752000000.0
	19729000000.0		31900.0	PRT			567000000.0		10701000000.0	9345000000.0	BEA_return	2466000000.0		150000000.0	all_groups	1313000000.0	2018	0.2645502645502645	567000000.0
	57974000000.0		176000.0	RUS			3227000000.0		47175000000.0	39853000000.0	BEA_return	12602000000.0		857000000.0	all_groups	3985000000.0	2018	0.265571738456771	3227000000.0
	178847000000.0		175800.0	ESP			5294000000.0		90484000000.0	69761000000.0	BEA_return	16627000000.0		1256000000.0	all_groups	11183000000.0	2018	0.2372497166603702	5294000000.0
	120989000000.0		74100.0	SWE			1807000000.0		34481000000.0	24455000000.0	BEA_return	5372000000.0		714000000.0	all_groups	5717000000.0	2018	0.3951300498063088	1807000000.0
	1039810000000.0		100300.0	CHE			45356000000.0		410690000000.0	236991000000.0	BEA_return	15574000000.0		4600000000.0	all_groups	13524000000.0	2018	0.101419878296146	45356000000.0
	20823000000.0		56700.0	TUR			865000000.0				BEA_return	2248000000.0		244000000.0	all_groups	1846000000.0	2018	0.2820809248554913	865000000.0
	5374133000000.0		1464500.0	GBR			47275000000.0		650813000000.0	516001000000.0	BEA_return	126561000000.0		11798000000.0	all_groups	103905000000.0	2018	0.2495610787942887	47275000000.0
	251570000000.0		219800.0	BEA_Other_Europe			11158000000.0				BEA_return	54248000000.0		2158000000.0	all_groups	5400000000.0	2018	0.1934038358128696	11158000000.0
	45000000.0		300.0	ALB							BEA_return	5000000.0			all_groups	7000000.0	2018		
	76000000.0		1400.0	ARM							BEA_return	3000000.0			all_groups	17000000.0	2018		
	3579000000.0		1700.0	AZE							BEA_return				all_groups	74000000.0	2018		
	311000000.0			BLR							BEA_return	62000000.0			all_groups		2018		
	191000000.0		600.0	BIH							BEA_return	49000000.0			all_groups	11000000.0	2018		
	4391000000.0		9800.0	BGR							BEA_return	1644000000.0			all_groups	232000000.0	2018		
	1096000000.0		2000.0	HRV							BEA_return	115000000.0			all_groups	88000000.0	2018		
	-29312000000.0		1500.0	CYP							BEA_return	195000000.0			all_groups	79000000.0	2018		
	526000000.0		3400.0	EST							BEA_return	147000000.0			all_groups	93000000.0	2018		
	502000000.0		1500.0	GEO							BEA_return	8000000.0			all_groups	25000000.0	2018		
	33840000000.0		100.0	GIB							BEA_return	14000000.0			all_groups	5000000.0	2018		
				GRL							BEA_return				all_groups	1000000.0	2018		
	4338000000.0		1300.0	ISL							BEA_return				all_groups	163000000.0	2018		
			7000.0	KAZ							BEA_return				all_groups	338000000.0	2018		
			200.0	XKX							BEA_return				all_groups	2000000.0	2018		
	291000000.0		2200.0	KGZ							BEA_return	21000000.0			all_groups	24000000.0	2018		
	219000000.0		1300.0	LVA							BEA_return	53000000.0			all_groups	28000000.0	2018		
	1693000000.0		300.0	LIE							BEA_return	10000000.0			all_groups		2018		
	920000000.0		4100.0	LTU							BEA_return	331000000.0			all_groups	122000000.0	2018		
	133000000.0			MKD							BEA_return	45000000.0			all_groups	9000000.0	2018		
	43826000000.0		1600.0	MLT							BEA_return	317000000.0			all_groups	48000000.0	2018		
	105000000.0		1200.0	MDA							BEA_return	38000000.0			all_groups	20000000.0	2018		
	201000000.0			MCO							BEA_return	6000000.0			all_groups	8000000.0	2018		
	7000000.0			MNE							BEA_return	1000000.0			all_groups		2018		
	18575000000.0		76000.0	ROU							BEA_return	3846000000.0			all_groups	1422000000.0	2018		
	1033000000.0		5800.0	SRB							BEA_return	391000000.0			all_groups	106000000.0	2018		
	10221000000.0		46100.0	SVK							BEA_return	2271000000.0			all_groups	1563000000.0	2018		
	801000000.0		4000.0	SVN							BEA_return	205000000.0			all_groups	94000000.0	2018		
	64000000.0		400.0	TJK							BEA_return				all_groups	3000000.0	2018		
			100.0	TKM							BEA_return				all_groups	2000000.0	2018		
	4420000000.0		35200.0	UKR							BEA_return	797000000.0			all_groups	534000000.0	2018		
				UZB							BEA_return				all_groups	5000000.0	2018		
	52651000000.0		127700.0	ARG			2100000000.0		38658000000.0	27890000000.0	BEA_return	11347000000.0		882000000.0	all_groups	4995000000.0	2018	0.42	2100000000.0
	302202000000.0		573900.0	BRA			4826000000.0		166559000000.0	124673000000.0	BEA_return	48894000000.0		1791000000.0	all_groups	20668000000.0	2018	0.3711147948611686	4826000000.0
	218908000000.0		153000.0	CHL			4786000000.0		35186000000.0	33070000000.0	BEA_return	20010000000.0		920000000.0	all_groups	3778000000.0	2018	0.192227329711659	4786000000.0
	32341000000.0		86100.0	COL			1481000000.0		19291000000.0	17915000000.0	BEA_return	5997000000.0		575000000.0	all_groups	2579000000.0	2018	0.388251181634031	1481000000.0
	4936000000.0		15900.0	ECU			169000000.0		4711000000.0	3582000000.0	BEA_return	645000000.0		28000000.0	all_groups	445000000.0	2018	0.165680473372781	169000000.0
	31536000000.0		47800.0	PER			3420000000.0				BEA_return	14624000000.0		792000000.0	all_groups	1703000000.0	2018	0.231578947368421	3420000000.0
